id,dialogue
13817123,"Leroy: I heard from Jake you have a problem with your desktop
Emmy: Yeah...
Leroy: What's the matter?
Emmy: It keeps freezing a lot, it didn't used to happen.
Emmy: I mean it's still pretty new. 3 years old?
Leroy: That's not too much for a desktop, but maybe it needs some hardware upgrade
Leroy: Or maybe there's some unnecessary clutter
Leroy: Have you tried deleting temp files and defragmenting your drives?
Emmy: Uh... I'm not sure how to do that...
Leroy: I see
Leroy: We should try that first, if you're unsure, I could do this for you
Leroy: Can you download TeamViewer?
Emmy: What's that?
Leroy: <file_other>
Leroy: It's a program that would let me do things on your computer remotely with your permission
Emmy: Ohhhh
Leroy: Since you said you weren't sure how to go about it, I could help make your PC cleaner and you can observe
Leroy: It's not difficult and you could do it yourself later
Leroy: It's good to keep your computer clean, it helps it run more smoothly
Emmy: Okay, I'm downloading it
Emmy: I'll let you know when I've installed it
Leroy: Great
Leroy: If this doesn't help, it could be some virus or spyware slowing your PC down... but hopefully not
Leroy: But we'll scan for them later too
Leroy: And if your desktop still runs slowly then, we'll look into replacing some components - maybe you need more RAM
Emmy: All right
Emmy: Unlike me, you really know what you're doing, haha
Emmy: Thanks for trying to help me. The installation is done now, by the way.
Leroy: Perfect. Now open it and tell me the details you see on the screen so we can get started
Emmy: Just give me a sec"
13716462,"Morgan: Bt y?
Hillary: Don't know. Have been trying to reach him all morning, but couldn't. 
Morgan: Can u send me his location?
Hillary: Sure thing <file_other>.
Morgan: Thanks:
Lona: And what about me?
Hillary: Oh, I've got a special task 4 u :)
Lona: What is it? :)
Hillary: Ur husband's still got that big car?
Lona: Yeah. In the garage. Not used right now.
Hillary: Gr8! Can u go to the florists and pick up the flowers for the reception?
Lona: All of them?!
Hillary: Yeah. They'll help u. Already called them and told them to. 
Lona: Okay. And what's next?
Hillary: Well, bring them to the venue. Don't worry, don't have to put them anywhere. Just tell them u've got the flowers and they'll know what to do with them.
Lona: Okay. I'll get on it 2moro.
Jess: What about me? Any tasks 4 me? :)
Hillary: Sure :) I want u to go to the printing-house and pick up the place cards?
Jess: Sure, no problem. That's it?
Hillary: Oh, no! Please check them if everything is fine. I've already sent them one batch back. 
Hillary: Here's the guest list <file_other>.
Jess: That's a lot of names...
Hillary: I know, but I also know how accurate u r :)
Jess: Well, fine. I'll get on it in an hour or so.
Hillary: Thanks, girls! Ur all lifesavers :) talk to u all 2moro?
Jess: Sure, bye.
Morgan: Bye.
Lona: Bye."
13865156,"Cosima: How is it there?
Daphne: Amazing Cosima, you should regret you're not with us
Alfred: we're in paradise
Cosima: I do regret! And envy you a lot
James: You should come here some time
Cosima: but isn't it full of tourists?
James: there are many, but it's not tragic, depends on a place
Cosima: So what island are you on?
Cosima: I've read about the islands a bit :P
Daphne: How cute!
Daphne: yes, there are two groups of islands - southern and northern
Daphne: we're on the northern group, now on Aitutaki and it's just stunning
James: we'll probably stay here, it's peaceful and beautiful
James: you can just lay in shallow blue water for hours
James: enjoying this dream-comes-true place
Cosima: Are you flying directly to Europe
James: I don't think it's possible
James: we will stop over in San Francisco
Cosima: you're so lucky guys!
James: yes, we are, I think"
13828962,"Alene: I forgot my swimming suit
Jenson: You’re kidding, right?
Alene: No, I’m not
Jenson: I asked you like a million of times did you take everything
Alene: I was sure I had it
Jenson: So what now? I’ll be there in 5 minutes
Alene: I’ll have to try to buy it there
Jenson: Will they have swimming suits?
Alene: Generally in the shops nearby health resort they should have sth like that
Jenson: Oooo nice it’ll be a distaster
Alene: What do you mean?
Jenson: You’ll not like anything, all the suits will be too colorful or too dark, not a proper size, then you’ll start panicking…
Alene: Oh stop it, it won’t be that bad!
Jenson: We’ll see about that.
Alene: You’re making me anxious!
Jenson: I fell anxiety too when I think about that
Alene: You’re terrible! You’ll make me cry in a moment
Jenson: Ehh ok baybe it’ll be alright, we’ll find sth… butttt it won’t be easy xD
Alene: I’m so stupid :[
Jenson: Stopppp it you do it all the time
Alene: What???
Jenson: When you complain about sth or do sth stupid (which we all do from time to time), and I point it out, you always start blaming and beating yourself
Alene: Well you make me do that, you’re not supportive at all!
Jenson: I’m not supportive? Guess who’s going to spend a few hours helping you find a prefect swim suit -_-
Alene: hah I loce you ;p
Jenson: Now you love me xD"
13829456,"Claire: hey 
Claire: where's this conference about relations at school?
Aaron: hey
Aaron: it's in the teaching training thing
Claire: oh, in Sesame Street?
Aaron: yeah exactly
Claire: thanks! 
Claire: are you going? i mean apart from your own lecture ;D
Aaron: haha yeah i'm giving two, actually
Aaron: and i'm kind of a host there as well 
Aaron: so guess i'll be looking to coffee, biscuits etc
Claire: i see
Aaron: i was thinking i could go to Jo's lecture
Claire: Jo's... is it the one about stress?
Aaron: no, that's Joe ;D Jo is having a workshop on teamwork
Claire: ah, this one. yeah looks interesting
Aaron: i know her, she's a really good coach
Claire: i was thinking maybe mindfullness...
Aaron: yeah definitely!! if you haven't been to any mindfullness workshops then it's a must!
Aaron: i've taken it in Berlin last year, with the same guy
Aaron: it was amazing, life-changing i'd say
Claire: sounds wonderful
Claire: one can easily tell you're one of the organisers ;D
Aaron: hahah yeah but we did choose the best topics and presenters, believe me :D
Aaron: we've checked out all those people and learnt from them and yeah, they're the best ;)
Claire: ok ok i'm signing up :D see you there, during the breaks at least;)
Aaron: ok bye bye;)"
13731441,"Gaby: Hey 
Brittany: hey. 
Gaby: How's it goin?
Brittany: I mean, it's going. 
Gaby: You know what I mean. 
Brittany: Well, I'm not sure that I do.
Gaby: Gah, Brit, are you still mad at me? 
Brittany: uhh, yeah, are you kidding me? It's literally been 4 days. 
Gaby: Yeah, I know, but I thought maybe we could talk about it. 
Brittany: I don't know what you want me to say. I mean I'm still pretty torn about it. I don't really feel like talking
Gaby: You know, I'm sorry. I didn't mean for you to find out like that. 
Brittany: Gee, thanks. Doesn't really make it any easier. 
Gaby: Well I thought maybe if we had talked about it before, it could have been easier. 
Brittany: you know, honestly, I feel stupid. I should have known. You guys have been doing this to me for a while. So I can't act too surprised.
Gaby: Brit, you know that's not true. Why would you think that?
Brittany: WHY WOULD I THINK THAT? Seriously, Gaby, don't play dumb. 
Gaby: I'm not playing dumb. I just honestly mean I'm sorry. I wanted to apologize. 
Brittany: but I don't want your apology. If you just messaged me to say your stupid sorry, then you said it. Can I help you with anything else
Gaby: please don't be like this. we can't do this over facebook. Can we meet to talk?
Brittany: No, I really don't want to. 
Gaby: I really think talking in person would help.
Brittany: I don't really have anything else to say. I gotta go now. Bye. "
13865174,"Lia: guys, I know you're into Japanese literature
Lia: can you recommend anything?
Miko: Have you ever ready anything Japanese?
Lia: not really, a bit of Murakami
Miko: And?
Lia: I didn't like it a lot
Miko: I'm not a fan of Murakami either
Michael: really, God, I thought I'm the only one who doesn't like Haruki Murakami
Michael: because the other Murakami is amazing
Lia: the other Murakami?
Michael: Yes, Ryu Murakami, you may try to read him
Pieter: I like Osamu Dazai a lot, especially ""Setting Sun""
Michael: Mishima is also amazing
Michael: but ""Setting Sun"" is a very good beginning indeed
Miko: I would also recommend you to read Kawabata
Miko: he was the first Japanese novelist to get the Nobel Prize
Lia: oh, that's a recommendation!
Miko: hehe, I can even lend you a book of his
Miko: ""the Sound of the Mountain""
Lia: great! thanks
Miko: i'll bring it tomorrow"
13681742,"Harry: did you see tracey at the weekend?
Mike: yes she was a mess
Harry: was she how come?
Mike: too much to drink mate
Harry: she needs to knock that on the head
Mike: I tried to tell her but she just got mouthy with me
Harry: She was going out with that julie and her fella as far as I knew
Mike: well yeah that was the problem I think
Mike: that julies fella tried it on with tracey and julie kicked off with her
Harry: oh right
Mike: she was right pissed off when I saw her
Harry: what time was that then
Mike: bout 11ish
Harry: she wasnt in when I called at 1 or she wasnt answering prob asleep
Mike: did u see her today?
Harry: yes she is quiet so was wondering why, now I know
Mike: dont say nothing to her
Harry: no I wont she will tell me if she wants
Mike: she prob will later
Harry: unless she was encouraging it lol
Mike: nah dont think she was she was proper upset about it that julie took his side
Harry: that julie is a proper twat anyways
Mike: yeah I know her from old I told trace to stay away from her
Harry: I'll call ya later and let you know
Mike: ok mate"
13829942,"Mom: Is everything okay?
Denise: Of course it is. I wanted to call you. I've got some news 😉
Mom: What news? 
Denise: I'm moving to the new apartament, which will be closer to the uni. 
Mom: I got to know all the details. When can I call you?
Denise: Last class is at 6. Call me at 8 or later.
Denise: Jess broke up with her boyfriend and she wants to move to Warsaw. I will not be able to pay for rent alone.
Denise: I was thinking about moving in with Dan. But you're right, we gotta talk about it.
Mom: That is serious! I'm surprised.
Mom: But whatever makes you happy. 
Denise: Thank you😍
Denise: Btw that cheesecake you gave me was delicious! All gone already
Mom: ❤️
Denise: Can't wait to talk to you. Is dad at home?
Mom: He will be at home soon. If you wish we can talk on Skype.
Denise: Good idea! Okay, let's make it 8:30. I will install it first.
Denise: I hope dad will be in a good mood.
Mom: If not, I will not tell him about our little Skype session 😜
Denise: Haha it's fine, tell him. I miss him too. But he will help me carry my stuff very soon.😊
Denise: OK, I should stop texting now.
Mom: I forgot you are on that lecture! Talk later
Denise: 👋"
13681959,"Lucas: HAHAHAHA
Lucas: they announced diablo for phones :D
Mason: hahaha omfg
Mason: called it! XD
Lucas: diablo immortal
Lucas: it's basically diablo 3, same classes etc XD
Lucas: and they're not even developing it themselves but some chinese company
Mason: hahahahaha this was so forseeable
Mason: well, i thought they'd announce a diablo card game for the iphone XD
Mason: this is so funny
Mason: and sad
Lucas: it's blizzard :D
Mason: when you're just joking but it turns out to be true :D
Lucas: yep XD
Lucas: hahahaha i don't know what to say :D
Mason: i just saw the trailer rofl
Lucas: it's d3 no?:D
Mason: well definitely looks similar :D
Mason: people are saying that it's basically a reskin of some other games of that chinese company
Mason: XD
Lucas: HAHAHA
Lucas: omg :D
Mason: yep that's what blizzard has become
Mason: tbh i'm not really waiting for anything from them anymore ;d"
13827898,"Moris: Are you coming to the pub with us tonight? 
Natalia: Hi, Moris! 
Natalia: No, I dont's think so. 
Natalia: I'm not in a social mood today...
Moris: Sorry to hear this :( 
Natalia: Have fun!
Moris: Thank you! Take care Natalia! 
Moris: Hi, it's me again. 
Moris: I know you're not in a social mood today, but I was wondering...
Moris: Maybe you'd like to see a movie instead of going to the pub with everyone? 
Natalia: Hm, sounds better :)
Moris: I've checked some cinemas and this sounds all right: <file_other>
Moris: But I don't know what kind of movies you like. 
Natalia: It seems intersting. We can try it. 
Moris: Really? Great! :)))
Moris: Is 8:30 ok?
Natalia: Where?
Moris: Cinematos
Natalia: yes, I should get there on time
Moris: I can pick you up if you want. 
Natalia: No, that's fine. I'm gonna be quicker by train. 
Moris: OK. So let's me at the cinema. 
Natalia: yep"
13611452-1,"Alison: Hey Tom:) How are ya?
Tom: Hi! I'm great, just finished my MA
Alison: Really? Congrats! I guess we haven't spoken lately, I didn't know you're graduating now
Tom: I know! Time flies, I think last time we spoke was somewhere around Christmas two years ago
Alison: You must have been just starting then
Tom: Exactly, I got it right after Christmas, started in Jan
Alison: Huh, that's odd, I thought usually classes start in October
Tom: Yeah, but this department runs also a program starting summer semester
Alison: Awesome! What was your major?
Tom: E-commerce for small businesses
Alison: Really? That's unbelievable! I am just starting an online business myself
Tom: Shoot:D Congrats! What are you offering?
Alison: I knit you know, big blankets, pillow cases etc. I was selling them among friends, who you know spread the word. I got some savings now so figured I could take it farther
Tom: Sure thing, I could recommend some ways if you'd like
Alison: That would be really helpful, there are so many platforms, I have trouble settling on one
Tom: Oh sure, I work with some online stores myself, so we should definitely meet up
Alison: How about around Christmas too?
Tom: Sure, I'll be here, we could meet up in my office
Alison: That sounds great, just text me your address
Tom: 102 S 200 W, Salt Lake City
Alison: Your office is pretty close to my house:) Are you free on 12/20?
Tom: Yeah, I think so, let me check my calendar
Tom: How about noon?
Alison: It's a date! Thank you for helping me out 
Tom: My pleasure "
13821304,"Roberta: Ben told me that Lola lived in Latin America selling handcrafts 
Lola: True, a long time ago
Tom: Cool! So you were one of these hippies? 
Lola: Not really. For me it was just an adventure, for them it's a choice for life 
Lola: Also they never truly accepted me as one of them.
Lola: I was always a ""gringa""
Tom: How long did you live like that?
Lola: About six months
Roberta: So you were selling handcrafts made by you?
Lola: Yes. I made them and sold them
Lola: It wasn't big money though
Lola: Just enough to survive a day
Lola: Pay for bed in a dorm and get something to eat
Lola: In a day I would make maybe 4-5 dollars
Lola: I paid 2 dollars for the bed and the rest was for food
Lola: But there were also days when I couldn't sell anything
Lola: Sometimes I had to sleep on the street
Lola: Often I was hungry 
Tom: That's really impressive, Lola
Tom: Maybe you could write a book about it
Lola: I wrote an article. It should still be somewhere online"
13681163-1,"Dave: hi darling, you OK?
Mari: yes, but my sister's been here with the twins, Christ! What a pair of hooligans! They'd have ripped off the new wallpaper if I hadn't stopped them. Louise is hopeless!
Dave: yeah, one little thing, I'm driving up to Kidderminster with Sharon tomorrow and I really can't sort out Ethan. Can your mother take him to nursery?
Mari: yeah, sure it'll be ok. I'll ring her now. What is that woman making you do now?
Dave: Well, It's the regional marketing thing for the new campaign I've been working on. Ashley can't go, because of her arm, so Sharon asked me,
Mari: Asked you? Ordered you to do it, more like! Really Dave, you must stand up to that woman. You boss me around when you feel like it!
Dave: that's true! Anyway, Sharon says her balls are on the line with this campaign if it isn't 100% brilliant!
Mari: her balls! The cheek of the woman! It's you who will get it in the neck if it tanks, love. 
Dave: No, she wouldn't do that!
Mari: she would! She's unscrupulous! Remember old Gareth, she threw him under the bus! Come on, stand up to her, love!
Dave: Well, I could tell her I want to present the project as I worked on from from the word go. Why should she get all the credit!
Mari: That's the spirit, Dave sweetheart. She's a nasty bully. In fact, I'd have a quiet word with Ian about her. 
Dave: Yeah, he knows all her tricks! Gareth complained to him about her, but he didn't have the stomach for a fight.
Mari: Dave, tell Sharon you're in charge tomorrow and then go and see Ian in his office on Friday.
Dave: Thanks love, I don't know what I'd do without you!
Mari: It's what I'm here for, you big soft idiot!
Dave: She's undermined me far too long, it's time I took action!
Mari: I'm so pleased to hear you say that my love! I love you as a man of action!
Dave: I'm always your Action Man!
Mari: Love you xxxxxx
Dave: See you later, gorgeous!"
13681341,"Andy: Suh?
Luke: Not much. S'up?
Andy: You played dat new game yet?
Luke: What new game?
Andy: OMG! You dunno?
Luke: No. Tell me.
Andy: OMG! OMG! OMG!
Luke: Still waiting...
Andy: Oh, c'mon! Srsly?
Luke: Yeah, seriously. What new game?
Andy: The new Assassin's Creed is out!
Luke: U joking?
Andy: Nah. Got it. Playin it.
Luke: Don't believe it. Show me.
Andy: <file_photo> Well? :)
Luke: You... Dunno wat to say...
Andy: LOL :P 
Luke: What's the plot?
Andy: Not tellin. Go and buy it. 
Luke: Short on cash now. Can I come over?
Andy: Y? 
Luke: Well, you can let me play, eh?
Andy: Nope. Not a chance.  
Luke: Y?
Andy: Just got it. Need to have some fun first.
Luke: Oh c'mon! PLEASE!
Andy: Fine! Stop whining!
Luke: THANK YOU!"
13730357,"Rory: Hey, what's up?
Dale: Trying to get our of bed. you?
Rory: slept better today?
Dale: Oh yeah, new sleeping pills work great
Rory: I'm so freaking cold, freaking Spanish with their poor isolation ;)
Dale: damn, you should get a small heater or sth
Rory: my flatmate has one, I'm just looking for an opportunity to nick it ;)
Dale: That's the spirit! I hate the cold
Rory: Me too:/ Makes me soooo lazy
Dale: It's okay for you to be lazy one day. You're usually hyperactive ;)
Rory: Yesterday I had to go pick up my car and totally froze my ass off. Rewarded myself with banana bread ;)
Dale: Damn, I wish I were you. It's 9.30 and I'm still in bed having coffee
Rory: I didn't get up until 12.30 today. and only because I had to go to the office... Then I promised myself I'd get some shit done but all I'm thinking is blankie and Netflix 
Dale: Sounds like a terrific idea ;)
Rory: Any recommendations?
Dale: Saw the new Clinton documentary. Mini series. Interesting but not very relaxing ;)
Rory: I've been watching The Sinner. Do you know it?
Dale: Don't think so?
Rory: 1st season was amazing, the second is just okay but still good. It starts with a murder. You know who did it but the way they investigate it is really interesting
Dale: I'll check it out. Is it scary?
Rory: not at all ;)
Dale: If you want a funny one, try Curb Your Enthusiasm. Weird and dry sense of humor but it cracks me up
Rory: With Larry David? I think I've seen some random episodes 
Dale: It takes some time but now I think it's hilarious. Give it a go from the beginning, maybe you'll like it better"
13730946,"Leo: Hi J, how is it going?
James: not so bad! We've been here for two weeks already and still 20 degrees
Leo: cool
Leo: and how's the little one doing?
James: she's fine
James: it was a little difficult at the beginning, I think her ears hurt bc of the plane
James: but now she's ok
Leo: Nice. Hey can you talk right now.
Leo: I'm calling you
James: Sorry I missed your call
James: I'm at my mom's right now and she almost needs more attention that my daughter
Leo: no prob, just tell me when you're free and I'll call you
Leo: J can you talk?
Leo: J?
James: hahaha sorry man, I'm fully booked with the little one
Leo: I wanted to ask you a favor
James: Sure, what do you need?
Leo: I rather ask you on the phone, when can I call you?
James: is it important?
Leo: pretty much yes
James: alright give me five min"
13809940,"Doug: My car got keyed in Walmart!
Mia: Oh no! Wasn't it new?
Doug: Brand new!
Mia: That sucks! People are dicks!
Doug: I'm soooo pissed!
Mia: Don't blame you!
Doug: Guess I'll call insurance. Sux.
Mia: I'd get an estimate first. You might want to skip insurance cause your deductible will go up.
Doug: True. If I can get it fixed cheap I might as well pay for it.
Mia: Yep.
Doug: Just sucks! I don't have time for this!
Mia: Gotta work to pay for that new scratched car! LOL!
Doug: Exactly...
Mia: It could be worse.
Doug: I know...
Mia: It does suck though, sorry!
Doug: Thanks!
Mia: If I can help, let me know.
Doug: Yeah, fix the scratch?
Mia: Very funny.
Doug: J/K"
13829543,"Rob: Hey there, what's up?
Bob: Not much, watching the game. You?
Rob: Same. Having a few people over.
Rob: But the game is boring as fuck lol. That's why I'm writing
Bob: Yeah, true that
Rob: Any plans for the weekend?
Bob: Most likely the usual - run some errands, cook some food, go out for a few beers. Nothing super interesting have appeared yet :)
Rob: I've heard that Jim is planning to celebrate his birthday
Bob: Oh right, his birthday is like next Wednesday?
Rob: Yeah, normally that would make the next weekend a good time but he is going for a skiing trip with his family
Rob: So he said that he might organize something this weekend
Rob: Nothing super fancy - most likely a meetup with a few friends at some bar
Rob: Would you like to come?
Bob: Sure, that would be nice
Bob: But he has not invited me, so I don't want to be rude
Rob: Most likely because it is not a real party. When I see him I'll let him know :)
Bob: That would be cool - I actually haven't seen him in person for a while now :)
Rob: Yeah, facebook does that to people :)
Bob: ok, take care and see you on weekend!
Rob: yeah, see you then!"
